source,target,weight
light candle,stick onto wall,2
add storage,light candle,2
add storage,add to tray,2
add storage,use soap,2
light candle,put in bathroom,6
add to tray,put in bathroom,2
brush tooth,put in slot,2
brush tooth,put shelf,2
close door,hold ball,2
mix with foundation drop,use lip liner,2
add flavor,cook egg,2
add flavor,add lemon juice,3
add sugar,use coffee,2
combine cup of butter,use butter,2
remove makeup,rub under eye,3
add cup of popcorn kernel,use as dip,2
use as dip,wash hand,2
drink wine,use as dip,2
pull flower,put coca cola,2
put carpet,put coca cola,2
cut foot of pantyhose,put coca cola,2
cut foot of pantyhose,put carpet,2
clean floor,cut foot of pantyhose,2
cut foot of pantyhose,use rag,2
cut foot of pantyhose,stick to bottom,2
cut foot of pantyhose,throw in wash,2
load dishwasher,use on sink,7
polish with glass,use on sink,2
add tea,use recipe,2
add oil,use glass container,2
add oil,add tea,2
add drop,add oil of choice,3
add cup of water,use coffee,3
put sugar,use coffee,2
fold corner,use method,2
cut hole in sweater,fold corner,2
snip hole,use rice,2
add velcro,snip hole,2
add velcro,use rice,2
add velcro,drill hole,2
add velcro,cut side,2
add velcro,use iron,2
add velcro,put on cuff,2
blend with warmth,put phone,2
blend with fingertip,blend with warmth,2
blend with fingertip,put phone,2
put phone,use glove,2
put phone,use face mask,2
put phone,wear hoodie,2
use face mask,use glove,2
open closet,put in closet,5
drink wine,wear hair,2
add accent to collage,use butter,2
add accent to collage,add cinnamon,2
put oat,set on delay timer,2
eat breakfast,use milk,3
put music,use almond milk,2
eat breakfast,put music,2
eat breakfast,put in mood,3
put in mood,put music,2
light candle,put music,3
light candle,put in mood,6
put effort,wear makeup,2
add garlic,cut in half,3
iron clothe,use iron,3
iron clothe,put hair,3
put into washing machine,use lacinato,2
put into washing machine,throw in dryer,2
fold boy clothe,put into washing machine,2
put into washing machine,wear top,2
put into washing machine,wrap goodness around paper clip,2
fold boy clothe,throw in dryer,2
cut lace to inch,use fabric glue,2
use fabric glue,use type of shower curtain hook,2
clean shoe,wear boot,2
use baking soda,wear boot,2
put pant,wear boot,2
wear boot,wear sock,2
use arm,wear top,2
wear bra,wear outfit,3
use arm,wear outfit,2
pay loan,put payment,5
use brush,use hoola bronzer,3
blend into crease,use brush,4
blend into crease,use color,7
use lip liner,use mascara,2
add purple into mixture,use lip liner,2
hold phone,put phone,3
hold phone,wear makeup,2
put phone,use palette,2
use palette,wear makeup,2
fold jean,wear jean,3
put on bed,put shoe,2
use foundation,use word,2
add pepper,put book,2
use teaspoon,use xylitol,2
put lid,use can,2
open eye,put lid,2
eat salad,put lid,2
chew food,eat throughout week,2
chew food,use bread without sugar,2
eat breakfast,set for success,4
eat breakfast,prepare meal,2
fold jean,wear top,2
put in room,put in smoothie,2
put chair,put in smoothie,2
put on wall,put piece of wood,3
put piece of wood,rub stain,3
cut into piece,put piece of wood,3
add avocado in salad,add vegetable,3
wear mosquito band flea collar on wrist,wear on way,2
add coloring,use tangle brush,2
add coloring,open pore,2
open pore,use in shower,2
add glue,mix with foundation drop,2
mix with foundation drop,use product,2
fill brow,use product,3
brush brow,fill brow,2
cut foot of pantyhose,wear pant,2
use body oil,use oil,2
put perfume,use body oil,2
put perfume,use oil,8
fold in half,use as guideline,2
mix with foundation drop,use baby spa,2
clean house,clean in future,4
mop floor,vacuum couch,7
clean toilet,vacuum couch,2
clean toilet,vacuum floor,2
add cup of popcorn kernel,stir cereal,4
eat fruit,use fruit,9
put shelf,put stuff,2
put in garage,put stuff,3
roll into log,throw into giveaway,2
pack snack,put in container,2
clean house,put toy,2
add of paprika,read book,2
attach animal to lid,sleep on side,2
sleep on side,sleep through night,7
pay money,use filter,2
use filter,use product,2
bore guy,use filter,2
use filter,write word,2
put in refrigerator,use magnet,2
place over rack rod,put cord,3
use type of shower curtain hook,wear slipper,2
place over rack rod,wear slipper,3
place over rack rod,use type of shower curtain hook,6
eat breakfast,use teaspoon,2
mix with foundation drop,use foundation,3
use foundation,wear makeup,5
fill brow,wear makeup,4
fill brow,wear lash,3
read book,read encyclopedia,6
eat lunch,read book,3
light toy,put in office,3
put in office,use box,3
clean house,use cleanser,3
use as stamp,use washi tape,2
add drop of oil,use glass container,3
wear sunglass,write word,2
cook rice,put oat,2
add quarter teaspoon of cinnamon,cook rice,2
cook rice,set on delay timer,2
cook rice,put rice,8
add coconut milk,cook rice,3
add coconut flake,add cup of blueberry,2
add egg,use bread,5
put in freezer,put in smoothie,15
use banana,use protein powder,3
add liquid,use protein powder,2
chop into chunk,stick orange into muffin tin,2
stick orange into muffin tin,use egg white,2
add veggie,stick orange into muffin tin,2
chop bell pepper,stick orange into muffin tin,2
add tablespoon of jerk seasoning,stick orange into muffin tin,2
add tablespoon of jerk seasoning,chop bell pepper,2
chop bell pepper,put in oven,3
add tablespoon of jerk seasoning,put in oven,3
use banana,use fruit,9
cook on side,use paper towel,2
remove label,remove liner,2
remove label,use butter,2
use butter,work eraser on deodorant stain,2
remove label,use hand,2
clean baseboard,clean toilet,4
remove stain,use eraser sponge,2
remove stain,study note,2
shake hand,use body oil,2
sleep for hour,sleep through night,2
put hanger,use cleanser,2
rinse hair,use cleanser,2
rinse hair,use brush,2
clean makeup brush,use brush,4
clean house,clean makeup brush,2
use mask,use sponge,2
clean house,clean room,10
use eraser sponge,use sponge,3
clean stain,use eraser sponge,2
clean fridge,use sponge,3
clean space,clear space,2
add storage,clear space,2
put on top,use laundry detergent,2
use laundry detergent,use oil,2
put laundry,put oil on wool ball,2
clip wood with clothespin,pull string,2
meet rest of friend,use steamer,2
add of personality,cover with contact paper,2
cover with contact paper,cut to size,3
cut to size,use scissor,2
cover with contact paper,use scissor,2
pull yarn,use planner,2
pull yarn,roll of note,2
pull string,pull yarn,2
cut through loop,pull yarn,2
add of personality,use washi tape,2
trim tassel,use washi tape,2
use washi tape,wrap edge,6
fill spray bottle with water,mix sprinkle on top,2
add food dye,mix sprinkle on top,2
cut picture,use box,2
cut picture,use photo,3
add sea salt,use oil,2
use body lotion,use coffee,2
brush tooth,use body lotion,2
mix with foundation drop,use bronzer,2
clean area,set timer,3
clean room,use code,2
put clothe,use throne,2
add of holiday scent,clean room,5
add coconut flake,use berry,2
put in bin,use label maker,3
put in drawer,put underwear,2
cut jewelry box in way,put underwear,2
put on tree,put underwear,2
add to mixture,pull pie,2
add veggie,cook for minute,2
add to mixture,cook for minute,2
put on top,use on basis,2
put basket,put blanket in basket,2
paint opinion,use ring finger,2
cut to size,use duct tape,2
use duct tape,use packing tape,2
lay layer,use hem,2
cut fabric,use hem,4
cut fabric,lay layer,2
cut fabric,cut picture,4
cut fabric,use press,2
add velcro,cut picture,3
add velcro,use press,3
add velcro,clear wax of candle jar,6
add velcro,put glass nightstand organizer,3
clear wax of candle jar,put glass nightstand organizer,2
clear wax of candle jar,use dish soap,2
clear wax of candle jar,use oil,2
arrange with blinker,clear wax of candle jar,2
fill with water,wash face,2
put lid,set timer for minute,3
read instruction,set timer for minute,2
clean stain,rub stain,2
cut of pocket,rub stain,2
raise baby,read book,3
use box,use mug,3
put item,use for while,2
put item,use box,8
clean countertop,clear counter,3
clean toilet,use water,3
put in bathroom,use baking soda,2
clean baseboard,clean mirror,3
put item,use cleaner,2
spray wall,use baking soda,2
clean with vinegar,use baking soda,2
clean toothbrush,use baking soda,2
remove rubber band,use baking soda,3
rinse with water,use baking soda,4
clean window,use baking soda,2
clean window,spray wall,2
clean toothbrush,rinse with water,3
clean mirror,rinse with water,2
clean mirror,clean window,2
clean bathtub,clean mirror,5
clean bathtub,use baking soda,4
clean bathtub,rinse with water,2
clean bathtub,use brush,2
remove color from mold,use baking soda,2
clean toilet,sweep floor,4
clean room,clean space,5
put rug,use rag,2
clean toilet,use rag,2
condition hair,use shampoo,5
curl hair,use extension cord,2
put at bottom,use extension cord,3
curl hair,use wand,3
curl hair,put at bottom,2
clip to side,twist of section,3
twist of section,use section,3
put on face,twist of section,3
pull on side,use extension cord,2
lay layer,use hairdryer,2
add cup of rice,cook vegetable,4
read magazine,use type of shower curtain hook,2
use as template,use tape,4
pour water,put in tea bag,2
put phone in airplane mode,use solution,2
put phone in airplane mode,use can,2
put phone in airplane mode,remove rubber band,2
put phone in airplane mode,put staple in middle,2
put phone in airplane mode,use lint roller,2
cover baby with chalkboard paint,use foam,2
use acrylic paint,use foam,2
use foam,use gorilla glue,2
cover with contact paper,use poster board,2
use gorilla glue,use knife,3
use foam,use knife,4
drill hole,drill hole with bit,3
brush tooth,use mask,2
add water,brush tooth,3
use house,write letter,2
use house,use in kitchen,2
stock cutting board,use house,2
stick eye in kitchen,write letter,3
remove with washcloth,use guy,2
build desk,remove with washcloth,2
remove with washcloth,use planner,2
use bag,wear makeup,3
put item,put laundry,2
put in container,wash dog toy,2
throw couple of tennis ball,wash on cycle,2
fix cable,use website,2
clean toilet,remove with spoon,2
polish with glass,put coca cola,2
polish with glass,put sheet,2
clean window,rip of newspaper,2
clean window,open window,7
rub stain,use cloth,2
remove ink from fingertip,spray with hairspray,4
brush tooth,remove ink from fingertip,2
eat food,use ingredient,3
cry for hour,hold toddler,2
use age rewind,use concealer,2
put in area,use concealer,2
hold for second,rip couple,2
open door,use photo,2
put sticker paper on notebook,use planner,2
use for month,use method,2
add cup of blueberry,add cup of water,5
add quarter cup of water,fill with water,2
brew chamomile tea,put foot,2
use cotton pad,use pad,2
use eye cream,use pad,2
use body lotion,use powder,2
add purple into mixture,use powder,6
cut petal piece,put in spray bottle,3
cut petal piece,spray in area,3
build credit,pay money,2
build credit,put card,2
cut into piece,put card,3
pay rent,put payment,3
pay rent,set spending habit,2
put into saving,throw workout pant,2
put into saving,put success adiz of expense,2
build credit,put into saving,8
put into saving,stick to noodle,2
build credit,stick to noodle,2
clean stain,iron clothe,2
cut fabric,iron clothe,2
iron clothe,throw in dryer,2
cut fabric,use iron,3
read print on tag,wash clothe,2
put item,wear sock,3
use water,wear sock,2
put into washing machine,use water,3
read print on tag,wear sock,2
read instruction,wear sock,2
put into washing machine,wear sock,2
cut foot of pantyhose,remove paint,2
cut foot of pantyhose,shave pilling,2
cut foot of pantyhose,cut of seam,2
cut foot of pantyhose,put clothe,2
put at bottom,put clothe,3
add oil of choice,cut foot of pantyhose,2
cut foot of pantyhose,put at bottom,2
add pasta into boiling water,read instruction,2
add pop of color,read instruction,2
put item,read magazine,2
chop potato,put item,2
put in bin,use in pantry,3
sleep on side,slip corner of pillow,3
slip corner of pillow,use blanket,3
put laundry,use laundry basket,3
use for while,use laundry basket,2
put in closet,use laundry basket,2
put in closet,put item,2
add glue,use nail file,2
paint nail,set timer,2
paint nail,use tip,2
paint nail,use for month,4
add glitter,paint nail,4
dust surface,use cleaner,3
use vacuum,vacuum couch,6
use cleaner,vacuum couch,2
spray toilet,vacuum couch,3
load dishwasher,toss on stove,2
put in room,use blanket,2
put blanket in basket,put item,2
dye hair,use hairdryer,2
remove rubber band,use in shower,2
read chord chart,use in shower,2
sleep on satin pillowcase,use in shower,2
use around house,use rag,2
kill bacteria,use paper towel,2
kill bacteria,use rag,2
use paper towel,use purpose cleaning solution,2
use purpose cleaning solution,use rag,2
pay attention,pay attention to pet fold,2
clean area,clean room,2
clean area,pay attention to pet fold,2
clean area,load dishwasher,3
clean sink,pay attention to pet fold,2
clean sink,wash hand,2
clean room,pay attention to pet fold,2
load dishwasher,pay attention to pet fold,2
pay attention to pet fold,wash hand,2
pay attention to pet fold,wash sheet,2
add to bowl,pay attention to pet fold,2
clean toilet,remove liner,2
clean toilet,spray in area,4
bore with chopping,use on basis,2
use eyeliner,use on basis,2
massage material,pull skin,2
fill brow,use brown,3
use brush,use powder,2
use as highlighter,use powder,2
use as highlighter,use brush,2
put sunscreen on face,use on face,3
sleep on side,use at night,2
fill area,use on basis,2
drive in car,put book,2
cut fabric,cut into strip,2
cut into strip,put in side braid,2
cut into strip,use fabric glue,2
cut into strip,use type of shower curtain hook,2
remove with washcloth,use on basis,2
read magazine,remove with washcloth,2
remove with washcloth,stick on countertop,2
use fruit,use milk,2
put in freezer,use fruit,2
put in freezer,use milk,2
spritz face,use spray,2
drink water,use lemon,2
cook rice,mix powder with water,2
add veggie,cook rice,4
cook rice,rinse lentil,2
add veggie,rinse lentil,4
cut ribbon,wrap goodness around paper clip,2
pull on side,use glue,2
snip end,use glue,2
pull piece,use glue,2
